cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
03	D	NA	district_1	county_1	NA	NA	AA	258	-49.5	306	-40.4	-9.1	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	AI	10	NA	11	-35.5	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	ALL	3816	29.7	3855	31.7	-1.9	4	3	4	80	24	16	66.7	7	29.2	1	4.2	2017f	NA
03	D	NA	district_1	county_1	NA	NA	AS	1081	45.9	1112	49.8	-3.9	5	2	4	20	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	EL	1043	1.8	1124	6.3	-4.4	3	2	3	120	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	ELO	598	-41.6	658	-35.3	-6.3	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	EO	2545	36.7	2524	38.4	-1.7	4	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	FI	251	12.5	276	18.4	-5.9	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	FOS	9	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	HI	617	1.4	577	2.3	-0.9	3	3	3	130	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	HOM	28	-63.3	25	-47.4	-15.9	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	MR	423	38.9	355	45.2	-6.3	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	PI	41	-50.4	48	-23.6	-26.8	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	RFP	445	60.2	466	64.9	-4.7	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	SED	1143	-26.6	1122	-23	-3.6	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	SWD	425	-77	409	-66.6	-10.4	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
03	D	NA	district_1	county_1	NA	NA	WH	1132	51	1169	49.8	1.3	5	3	5	30	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	AA	40	-89.7	47	-69.3	-20.4	1	1	1	210	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	AI	2	NA	3	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	ALL	227	-50.9	263	-39.4	-11.5	2	2	2	170	0	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	AS	53	-37.3	61	-6.5	-30.7	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	EL	87	-62.9	104	-50.2	-12.7	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	ELO	75	-81.8	87	-72.9	-8.9	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	EO	133	-47.9	154	-35.4	-12.6	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	FI	15	4.8	19	-33.2	38	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	HI	44	-30.8	44	-40	9.2	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	HOM	4	NA	4	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	MR	19	-83.3	13	-72.7	-10.6	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	PI	8	NA	10	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	RFP	12	55.2	17	65.6	-10.5	5	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	SED	160	-69.4	170	-58.7	-10.6	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	SWD	33	-159.8	37	-118.8	-41	1	1	1	210	NA	NA	NA	NA	NA	NA	NA	2017f	NA
07	S	school_01	district_1	county_1	NA	NA	WH	46	-52.7	66	-37.3	-15.4	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	AA	17	-126.4	12	-102.8	-23.6	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	ALL	139	-23.6	132	-4.3	-19.3	2	1	2	160	0	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	AS	17	-2.6	23	-2	-0.7	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	EL	32	-38.9	47	-21.2	-17.7	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	ELO	26	-59.2	38	-44.6	-14.6	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	EO	102	-22	80	1.8	-23.8	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	FI	13	-50.2	17	-20.7	-29.4	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	HI	27	-17.6	25	16.2	-33.8	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	MR	11	20.5	5	NA	NA	4	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	PI	1	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	RFP	6	NA	9	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	SED	53	-73.5	65	-50	-23.5	1	1	1	210	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	SWD	34	-112.6	24	-90.7	-22	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
01	S	school_13	district_1	county_1	NA	NA	WH	52	2.2	47	18.4	-16.2	3	1	3	110	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	AA	38	-41.2	53	-49.8	8.7	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	AI	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	ALL	280	-3	275	-13.1	10.1	3	4	4	140	0	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	AS	59	19.6	49	23.6	-4	4	2	4	70	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	EL	92	-12.5	109	-18.6	6.1	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	ELO	44	-60.1	62	-54.7	-5.4	2	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	EO	171	-3.1	152	-14.1	11	3	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	FI	45	3.5	44	-5.6	9	3	4	4	140	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	FOS	2	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
06	S	school_14	district_1	county_1	NA	NA	HI	52	-21	49	-31.4	10.5	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
