cds	rtype	schoolname	districtname	countyname	charter_flag	coe_flag	studentgroup	currdenom	currstatus	priordenom	priorstatus	change	statuslevel	changelevel	color	box	caa_denom	caa_level1_num	caa_level1_pct	caa_level2_num	caa_level2_pct	caa_level3_num	caa_level3_pct	ReportingYear	X26
43	D	NA	district_3	county_3	NA	NA	AA	2447	-82.9	2535	-81.5	-1.3	1	3	1	230	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	AI	172	-62.4	172	-64.9	2.5	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	ALL	30892	-48.2	30944	-51.1	2.9	2	3	2	180	160	107	66.9	52	32.5	1	0.6	2017f	NA
43	D	NA	district_3	county_3	NA	NA	AS	3267	-26.3	3340	-31.5	5.2	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	EL	11065	-62	11138	-67.5	5.5	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	ELO	5166	-121.2	5243	-122.7	1.5	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	EO	17701	-46.7	17724	-48	1.3	2	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	FI	79	11.4	85	7.7	3.7	4	4	4	90	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	FOS	284	-85.9	194	-88.8	2.9	1	3	1	230	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	HI	21467	-54	21230	-57.5	3.5	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	HOM	928	-86.7	1103	-88.5	1.9	1	3	1	230	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	MR	522	-24.7	449	-36.4	11.7	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	PI	93	-38.9	104	-33.8	-5.1	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	RFP	5899	-10.2	5895	-18.4	8.2	2	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	SED	28142	-54.8	27487	-58.6	3.8	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	SWD	3577	-132.3	3593	-131.3	-0.9	1	3	1	230	NA	NA	NA	NA	NA	NA	NA	2017f	NA
43	D	NA	district_3	county_3	NA	NA	WH	2845	-4.7	3027	-5.9	1.2	3	3	3	130	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	AA	24	-122.5	20	-110.7	-11.9	1	2	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	AI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	ALL	419	-75.7	427	-61.4	-14.4	1	2	1	220	0	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	AS	99	-61.6	107	-43.9	-17.7	2	1	2	160	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	EL	174	-75.2	188	-64.3	-10.9	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	ELO	84	-129.1	109	-109.7	-19.4	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	EO	239	-77.3	232	-61.3	-16	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	FOS	7	NA	6	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	HI	275	-78.4	283	-65.7	-12.6	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	HOM	11	-44.4	18	-71.8	27.4	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	MR	7	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	PI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	RFP	90	-24.9	79	-1.7	-23.2	2	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	SED	399	-75.7	389	-62.5	-13.2	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	SWD	27	-168.7	30	-136.6	-32.1	1	1	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
60	S	school_25	district_3	county_3	NA	NA	WH	12	-39.3	10	NA	NA	2	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	AA	28	10.3	25	-28.8	39	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	AI	1	NA	0	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	ALL	459	-11.5	441	-22.1	10.7	2	4	3	190	0	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	AS	11	39.1	14	-6	45.1	4	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	EL	193	-37.4	180	-36.4	-1.1	2	3	2	180	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	ELO	67	-109.3	60	-108	-1.3	1	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	EO	254	5.7	245	-12.2	17.9	3	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	FOS	3	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	HI	389	-19.1	369	-27.6	8.5	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	HOM	17	-32.2	20	-54.8	22.6	2	5	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	MR	5	NA	7	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	PI	2	NA	1	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	RFP	126	0.8	120	-0.5	1.3	3	3	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	SED	406	-21.8	392	-32.1	10.3	2	4	3	190	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	SWD	39	-95.3	27	-108.8	13.5	1	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
75	S	school_08	district_3	county_3	NA	NA	WH	23	45.4	25	31.8	13.6	5	4	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
62	S	school_63	district_3	county_3	NA	NA	AA	53	-110.5	54	-107.1	-3.4	1	2	1	220	NA	NA	NA	NA	NA	NA	NA	2017f	NA
62	S	school_63	district_3	county_3	NA	NA	ALL	281	-71.5	284	-70.6	-0.9	1	3	1	230	0	NA	NA	NA	NA	NA	NA	2017f	NA
62	S	school_63	district_3	county_3	NA	NA	AS	7	NA	5	NA	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	2017f	NA
62	S	school_63	district_3	county_3	NA	NA	EL	91	-69.2	73	-62.1	-7.1	2	2	2	170	NA	NA	NA	NA	NA	NA	NA	2017f	NA
